Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDV40,OUT049,1098.2877826334059
FDZ48,OUT010,262.0618295273089
FDS24,OUT027,2482.9584234965364
FDK44,OUT049,2858.898446267778
FDS48,OUT045,2502.287872774113
FDK26,OUT010,480.72170485447464
FDD23,OUT045,3058.8353681906465
NCH54,OUT017,2552.4936981275414
NCP14,OUT010,257.5586340635375
FDM60,OUT010,129.23078722085242
FDV24,OUT017,2506.7659575526955
FDH08,OUT018,3552.061882443726
FDS12,OUT027,3371.2289062851587
FDR39,OUT027,4880.702693751701
FDP12,OUT027,1083.8663867460116
DRF60,OUT027,6224.438890361536
FDC09,OUT035,1552.4617176560732
FDF50,OUT018,3073.292669773359
FDG28,OUT035,3919.7207323064736
NCE19,OUT017,852.6260609424897
NCM53,OUT010,261.10100055252815
NCN18,OUT049,1673.387634838324
FDF32,OUT035,3104.4856327962084
FDF11,OUT013,3897.902777441384
DRI59,OUT049,3792.8399371307437
NCG54,OUT035,2726.9162043200377
FDM44,OUT046,1552.4617176560732
FDT57,OUT018,3590.3410988852065
FDV24,OUT046,2506.7659575526955
FDI50,OUT019,567.2663308151784
FDS09,OUT035,719.3181872453947
NCC31,OUT027,4038.466452018454
FDQ07,OUT019,580.1584094046432
FDC22,OUT017,3058.8353681906465
FDZ56,OUT046,2726.9162043200377
FDZ40,OUT019,134.51071534443375
FDS46,OUT027,3143.0579005766317
DRD24,OUT045,2040.8504816662783
FDV45,OUT017,3058.8353681906465
FDL26,OUT045,2519.8011569239757
FDA56,OUT018,2023.7743215110509
FDN27,OUT046,1961.4402704508454
FDM20,OUT049,3919.7207323064736
FDO16,OUT017,1390.488564619635
FDL03,OUT035,3058.8353681906465
FDE58,OUT046,1952.341072812055
FDI02,OUT027,3111.8779273657246
NCC55,OUT019,129.23078722085242
FDR03,OUT018,3258.6274234196335
FDB14,OUT017,1516.5182259487442
FDR45,OUT013,3915.2443669191666
NCN07,OUT017,2023.7743215110509
FDM51,OUT019,256.2035137818986
FDT52,OUT027,6279.463178148469
FDL26,OUT046,2515.28079793432
NCZ42,OUT046,3897.902777441384
DRI47,OUT019,368.67755059125506
FDW40,OUT013,2040.8504816662783
FDN34,OUT046,2726.9162043200377
FDS01,OUT035,2888.5691004895652
NCG55,OUT045,1947.3665288943644
FDC11,OUT035,1463.178195984814
FDX35,OUT018,3527.0427591981006
NCB06,OUT046,2552.4936981275414
FDR09,OUT019,593.7734217681075
FDC53,OUT017,1523.9337156255306
FDY45,OUT013,4043.345107989715
FDA22,OUT010,396.5406097257071
FDE02,OUT035,1523.9337156255306
FDW21,OUT045,1548.0077298981819
FDV34,OUT046,1070.13310870101
FDS59,OUT049,1562.3418881982884
NCW17,OUT017,2023.7743215110509
NCK54,OUT046,1952.341072812055
FDG17,OUT019,563.1627155430696
FDG35,OUT017,2858.898446267778
FDD08,OUT010,129.23078722085242
NCO07,OUT017,3680.765958917656
FDJ10,OUT010,271.35777124027413
FDW36,OUT017,1552.4617176560732
FDW21,OUT010,256.2035137818986
FDY19,OUT017,1961.4402704508454
DRE03,OUT013,690.9890791449898
NCC55,OUT049,677.9975821759086
FDH52,OUT010,134.51071534443375
FDO09,OUT017,4117.20996187406
FDU43,OUT045,3897.902777441384
FDX09,OUT010,414.63899721825356
FDH40,OUT019,199.92911230458947
FDW58,OUT017,1552.4617176560732
FDC47,OUT017,3813.957532467533
NCR41,OUT035,1520.6117058462871
DRG49,OUT035,3919.7207323064736
FDC52,OUT027,3895.2384606994833
FDY13,OUT046,1075.4799763994017
FDY35,OUT013,677.9975821759086
FDI35,OUT017,3049.4361801700024
NCU18,OUT049,2040.8504816662783
FDY33,OUT018,2543.328362316206
FDC15,OUT027,4076.020709883832
FDU01,OUT049,3058.8353681906465
NCU42,OUT046,2726.9162043200377
NCV29,OUT018,2867.615105750649
NCY30,OUT017,3058.8353681906465
FDQ46,OUT049,1688.1807330894471
FDG58,OUT027,4022.3516534366663
FDK33,OUT017,3680.765958917656
NCD07,OUT045,1942.8149254680213
NCX29,OUT027,3870.703365876637
NCT42,OUT013,2492.311159907936
DRN59,OUT035,690.9890791449898
FDI44,OUT035,1257.482008912677
FDA45,OUT049,2872.3506661030615
FDP31,OUT045,1046.7263178905885
FDY01,OUT046,1942.8149254680213
FDT09,OUT018,2023.7743215110509
DRH03,OUT027,2568.6248197777345
FDA36,OUT018,3058.8353681906465
NCF31,OUT017,2515.28079793432
FDG14,OUT049,2506.7659575526955
FDG28,OUT027,6279.463178148469
FDU14,OUT049,4010.495356112346
FDY47,OUT019,267.25713444734237
FDI56,OUT049,1495.1817830103264
DRD01,OUT013,856.3864273057802
FDM22,OUT046,849.6837498067232
FDH33,OUT013,677.9975821759086
DRZ24,OUT013,1976.2171923147366
NCQ38,OUT046,1557.2466976841895
FDO16,OUT027,2372.6955221895328
FDU07,OUT027,3871.3722598484364
NCB07,OUT013,3058.8353681906465
FDU48,OUT045,2023.7743215110509
NCM43,OUT045,2562.3287739553093
FDR31,OUT010,355.6863264121553
DRK49,OUT018,677.9975821759086
NCI30,OUT010,563.1627155430696
DRD60,OUT017,3021.5798604414467
NCG19,OUT046,3863.0839204050158
FDH12,OUT035,1557.2466976841895
FDM32,OUT035,1516.5182259487442
FDM27,OUT035,2519.8011569239757
NCU53,OUT027,4246.161300882301
NCQ18,OUT046,1533.6039884853863
FDS10,OUT013,2918.5718348786527
FDB33,OUT027,4076.020709883832
FDI12,OUT013,1434.807805724388
NCW42,OUT013,3768.1787571149703
NCC06,OUT018,2023.7743215110509
FDW02,OUT017,2023.7743215110509
NCD43,OUT017,1552.4617176560732
FDM57,OUT018,1390.488564619635
FDA58,OUT017,3867.9887939482032
FDK56,OUT046,3058.8353681906465
FDP52,OUT045,3829.7095775067214
FDW20,OUT018,2023.7743215110509
FDS52,OUT049,1548.0077298981819
NCT29,OUT018,2018.11455744026
NCL54,OUT013,2872.3506661030615
FDC05,OUT045,3068.807425717345
FDF34,OUT035,3062.9061574792654
FDP03,OUT027,3288.960492562894
FDD32,OUT010,199.92911230458947
FDZ10,OUT045,2023.7743215110509
FDZ40,OUT035,849.6837498067232
FDD51,OUT018,677.9975821759086
NCY30,OUT019,415.57172994476207
FDP58,OUT017,3691.3433877110338
FDV49,OUT017,4107.618511234398
FDY24,OUT019,129.23078722085242
NCO55,OUT017,1557.2466976841895
FDR13,OUT017,1952.341072812055
FDS51,OUT017,1004.2445388966163
FDP26,OUT045,1552.4617176560732
NCB54,OUT027,3371.2289062851587
FDF32,OUT017,3062.9061574792654
FDN31,OUT018,3058.8353681906465
DRM48,OUT017,677.9975821759086
FDN20,OUT049,2722.0179440630804
DRL01,OUT046,3832.729720102255
FDV56,OUT049,1557.2466976841895
DRH13,OUT027,2613.822490214672
FDA03,OUT017,2492.311159907936
FDF47,OUT027,5813.190930804899
FDX32,OUT046,2492.311159907936
FDX57,OUT049,1523.9337156255306
NCA30,OUT045,3058.8353681906465
FDO49,OUT013,690.9890791449898
FDL04,OUT019,257.5586340635375
DRM48,OUT035,677.9975821759086
FDR16,OUT013,3680.765958917656
NCC19,OUT018,3058.8353681906465
NCE42,OUT045,3863.0839204050158
FDY24,OUT017,849.6837498067232
FDH19,OUT049,2858.898446267778
FDJ46,OUT013,2858.898446267778
FDN45,OUT010,585.0537263886
FDY08,OUT035,2023.7743215110509
FDZ37,OUT035,1447.2380623048864
NCT30,OUT045,690.9890791449898
DRY23,OUT018,677.9975821759086
NCZ30,OUT018,2023.7743215110509
FDC44,OUT018,1928.996532521162
FDB45,OUT035,1552.4617176560732
FDY04,OUT013,2556.8228645824283
FDM27,OUT046,2548.0639226686176
FDZ43,OUT017,3915.2443669191666
FDT39,OUT019,366.5846128213619
NCC06,OUT019,266.2317243899077
FDL15,OUT027,4011.1458048584386
FDL57,OUT017,4063.5658339953607
FDU08,OUT046,1533.6039884853863
FDK40,OUT017,4107.618511234398
FDQ12,OUT010,563.1627155430696
FDS48,OUT017,2506.7659575526955
FDP09,OUT045,3680.765958917656
FDW21,OUT049,1533.6039884853863
FDY25,OUT035,3021.5798604414467
DRE13,OUT017,1434.807805724388
FDV43,OUT019,129.23078722085242
FDD22,OUT045,1688.1807330894471
FDM46,OUT019,249.597181502938
NCO30,OUT010,467.0210745793867
FDM25,OUT046,2858.898446267778
NCN41,OUT049,2023.7743215110509
FDU24,OUT045,1516.5182259487442
FDZ50,OUT046,3058.8353681906465
FDP45,OUT013,4010.495356112346
NCM54,OUT045,2023.7743215110509
FDW10,OUT019,414.63899721825356
FDP20,OUT017,2023.7743215110509
FDK32,OUT046,2506.7659575526955
FDN52,OUT049,1470.5174551485468
FDM58,OUT045,1673.387634838324
FDZ46,OUT027,3047.6136657885154
NCA18,OUT018,1952.341072812055
FDD35,OUT046,2023.7743215110509
NCK31,OUT035,690.9890791449898
FDI40,OUT027,2606.537676852513
FDT50,OUT019,253.2033031352955
NCT06,OUT046,2562.3287739553093
FDT31,OUT035,3058.8353681906465
FDT45,OUT049,815.2019339588194
FDT13,OUT045,3058.8353681906465
FDO50,OUT045,1495.1817830103264
NCU18,OUT010,271.35777124027413
NCR54,OUT049,3058.8353681906465
NCO18,OUT018,2867.615105750649
FDU09,OUT045,852.6260609424897
FDT13,OUT018,3058.8353681906465
FDE09,OUT046,1688.1807330894471
NCK53,OUT019,256.2035137818986
FDG45,OUT049,3680.765958917656
DRH15,OUT035,680.6050359142474
FDO21,OUT019,569.6239546792921
FDD14,OUT027,5174.782972797274
FDC09,OUT046,1552.4617176560732
FDH45,OUT027,1083.8663867460116
FDV32,OUT046,1046.7263178905885
FDG12,OUT035,1981.2151287183601
FDS32,OUT013,2023.7743215110509
NCL55,OUT018,3732.84766104935
DRE01,OUT035,3915.2443669191666
DRE15,OUT049,1252.01104325194
NCL42,OUT045,3925.221168492467
FDP31,OUT013,1046.7263178905885
FDN33,OUT018,1516.5182259487442
FDZ59,OUT046,2562.3287739553093
FDE45,OUT010,415.57172994476207
FDJ07,OUT013,1976.2171923147366
FDQ45,OUT018,3058.8353681906465
FDM33,OUT027,5543.634257766696
FDO15,OUT010,155.3057553542465
FDM46,OUT013,1516.5182259487442
FDR03,OUT045,3388.2531248732053
FDY49,OUT018,2634.0683129943964
FDQ60,OUT045,1976.2171923147366
FDW10,OUT049,2858.898446267778
FDO51,OUT049,677.9975821759086
FDJ40,OUT018,1562.3418881982884
FDS20,OUT018,3055.4352252705494
FDU45,OUT013,1795.3946488670103
FDV02,OUT035,2726.9162043200377
FDN09,OUT046,3915.2443669191666
NCM55,OUT027,5185.901191737383
FDN23,OUT018,2481.5542931376135
FDY31,OUT010,366.95579827631997
FDW03,OUT010,257.5586340635375
FDD14,OUT046,3058.8353681906465
FDV23,OUT017,2023.7743215110509
DRI03,OUT045,2858.898446267778
FDN13,OUT035,1533.6039884853863
FDF45,OUT027,1748.407533717955
FDU46,OUT035,1463.178195984814
FDB57,OUT049,3778.4207797804725
FDV12,OUT049,1533.6039884853863
FDQ58,OUT013,2506.7659575526955
NCA18,OUT017,1942.8149254680213
FDH52,OUT049,993.5660316321819
FDM24,OUT018,2497.5523124217016
NCP43,OUT027,4851.320041115624
NCO18,OUT019,416.88870795245435
FDM32,OUT017,1507.7486750375754
NCL07,OUT017,677.9975821759086
FDK03,OUT013,4014.4960211045923
FDP59,OUT017,1552.4617176560732
FDQ24,OUT049,4010.495356112346
FDQ16,OUT018,1567.1397442563518
FDU44,OUT013,2552.4936981275414
FDH28,OUT010,129.23078722085242
FDV28,OUT019,129.23078722085242
FDM22,OUT045,839.2638135655365
FDR56,OUT046,3058.8353681906465
FDV39,OUT049,3062.9061574792654
FDU37,OUT019,176.11423252981206
FDQ11,OUT010,595.2397448002254
FDX02,OUT045,3778.4207797804725
NCS42,OUT018,1516.5182259487442
FDY57,OUT027,2568.6248197777345
FDB21,OUT049,3915.2443669191666
FDE28,OUT017,3829.7095775067214
FDQ55,OUT017,1928.996532521162
FDA48,OUT049,3778.4207797804725
FDZ19,OUT045,2858.898446267778
NCC43,OUT045,4010.495356112346
NCV18,OUT046,1390.488564619635
NCA42,OUT018,2543.328362316206
FDY45,OUT046,4050.4457864216924
NCC30,OUT045,2918.5718348786527
FDM57,OUT013,1434.807805724388
FDL09,OUT010,397.99045435831584
FDB09,OUT027,3288.960492562894
FDT44,OUT035,1976.2171923147366
NCT06,OUT027,4164.38170458352
FDX26,OUT049,3058.8353681906465
FDK32,OUT013,2515.28079793432
DRA12,OUT046,2046.5225583718461
FDO46,OUT010,480.72170485447464
FDE52,OUT013,1447.2380623048864
NCH42,OUT045,3829.7095775067214
FDV08,OUT035,677.9975821759086
FDB47,OUT018,3429.372963160495
FDC28,OUT010,262.0618295273089
FDD22,OUT046,1933.3459393451276
FDS07,OUT027,3111.8779273657246
DRI13,OUT045,3691.3433877110338
FDG32,OUT018,3500.773084717477
FDU14,OUT017,4010.495356112346
FDD28,OUT019,134.51071534443375
NCP41,OUT017,1567.1397442563518
FDS08,OUT049,2858.898446267778
FDX47,OUT045,2528.582458943435
FDC53,OUT019,256.2035137818986
FDQ19,OUT035,3915.2443669191666
FDL14,OUT045,2515.28079793432
FDM33,OUT019,569.6239546792921
FDA51,OUT045,1928.996532521162
FDZ27,OUT018,690.9890791449898
FDT04,OUT046,677.9975821759086
DRC13,OUT049,2023.7743215110509
FDR16,OUT027,5536.948158143039
FDQ03,OUT027,6224.438890361536
FDE38,OUT035,2664.812776074027
DRH23,OUT027,1636.3244770168126
FDT11,OUT019,480.72170485447464
FDD09,OUT035,2944.3919960888115
FDR40,OUT045,1390.488564619635
FDX07,OUT017,3058.8353681906465
FDR07,OUT035,1523.9337156255306
FDA51,OUT017,1938.7022750895962
FDT59,OUT019,563.1627155430696
FDF20,OUT017,3058.8353681906465
FDR13,OUT045,1942.8149254680213
FDY26,OUT049,3676.8781345400666
FDW04,OUT017,2023.7743215110509
FDK52,OUT017,3809.487959137899
FDN60,OUT049,2528.582458943435
FDM09,OUT019,406.47083225859274
FDP46,OUT049,1470.5174551485468
FDB50,OUT019,176.11423252981206
NCQ29,OUT049,4083.0946912142645
FDP16,OUT027,6279.463178148469
FDX33,OUT018,2547.7581377751294
FDP07,OUT010,490.4450533240805
FDN22,OUT046,4010.495356112346
FDF39,OUT049,4083.0946912142645
FDS21,OUT017,989.0386315367823
NCM42,OUT013,1557.2466976841895
FDK50,OUT019,393.0417732478382
DRF13,OUT027,3871.3722598484364
FDH35,OUT018,2557.593213602898
FDP60,OUT018,1533.6039884853863
DRJ49,OUT027,3371.2289062851587
NCT42,OUT019,368.67755059125506
FDE38,OUT049,2653.5306735500503
FDI04,OUT049,3073.292669773359
NCH54,OUT045,2533.2367720537945
FDT56,OUT049,879.1736233436395
DRD15,OUT018,3552.061882443726
FDV58,OUT013,3058.8353681906465
FDP21,OUT049,3058.8353681906465
FDH05,OUT013,3829.7095775067214
FDR10,OUT027,4128.246845845605
NCP06,OUT045,2492.311159907936
FDF33,OUT049,1557.2466976841895
DRK37,OUT013,3058.8353681906465
DRH49,OUT045,1390.488564619635
FDT58,OUT013,2648.9176846660957
FDD41,OUT018,1552.4617176560732
FDP40,OUT018,1669.3625708158659
FDM51,OUT027,2606.537676852513
FDO45,OUT010,206.525668428024
FDW33,OUT010,257.5586340635375
FDY24,OUT045,849.6837498067232
FDB10,OUT010,563.1627155430696
FDM40,OUT035,2040.8504816662783
NCI06,OUT017,3021.5798604414467
FDW12,OUT019,323.3431323190961
FDX48,OUT027,4038.466452018454
NCW05,OUT027,2606.537676852513
FDX27,OUT017,1523.9337156255306
DRM37,OUT045,3068.807425717345
FDA38,OUT045,3915.2443669191666
FDR36,OUT046,677.9975821759086
FDZ45,OUT046,3085.230411737808
FDG05,OUT017,2548.0639226686176
FDK28,OUT013,4083.0946912142645
FDV47,OUT045,1434.807805724388
FDN21,OUT045,2552.4936981275414
FDP20,OUT027,3371.2289062851587
FDI35,OUT045,3049.4361801700024
DRY23,OUT013,677.9975821759086
FDA56,OUT017,2023.7743215110509
FDB09,OUT013,2023.7743215110509
NCO26,OUT027,3143.0579005766317
FDQ49,OUT018,2518.6462200421233
FDI52,OUT027,3279.428003246241
FDZ44,OUT027,3143.0579005766317
FDZ09,OUT018,2557.593213602898
FDY03,OUT049,1928.996532521162
NCG42,OUT017,2023.7743215110509
DRI13,OUT027,5543.634257766696
FDQ32,OUT013,2023.7743215110509
FDW16,OUT035,1495.1817830103264
FDU27,OUT046,690.9890791449898
FDR28,OUT010,391.99218466615326
FDQ49,OUT010,374.53867895205536
FDS37,OUT046,1947.3665288943644
FDW26,OUT018,3470.26444361004
FDX12,OUT018,3637.5966718561713
NCP06,OUT013,2506.7659575526955
FDW45,OUT010,366.95579827631997
NCN30,OUT049,1520.6117058462871
FDN24,OUT049,815.2019339588194
NCL41,OUT027,1083.8663867460116
FDR02,OUT019,262.0618295273089
FDD09,OUT010,435.53970988626344
FDS33,OUT010,206.525668428024
FDU22,OUT045,2012.4611046209643
FDI53,OUT013,2556.8228645824283
DRH01,OUT049,2858.898446267778
FDX32,OUT013,2052.2414289118196
NCP30,OUT018,677.9975821759086
FDB60,OUT045,3058.8353681906465
FDB14,OUT049,1516.5182259487442
NCP02,OUT035,859.723732575677
FDJ10,OUT017,2023.7743215110509
FDG34,OUT046,1669.3625708158659
NCB18,OUT017,1470.5174551485468
FDM16,OUT049,1075.4799763994017
FDW25,OUT018,1390.488564619635
FDB35,OUT010,241.66698079057267
DRN11,OUT013,2074.670204182761
FDF41,OUT019,569.5517942680427
FDH16,OUT045,1474.4156134070038
NCQ50,OUT018,3429.372963160495
DRH23,OUT018,859.723732575677
DRJ37,OUT013,2506.7659575526955
DRJ24,OUT027,5174.782972797274
FDY16,OUT035,3058.8353681906465
FDQ27,OUT045,1557.2466976841895
FDZ33,OUT045,2492.311159907936
FDF29,OUT045,2023.7743215110509
FDA08,OUT049,2556.8228645824283
FDG31,OUT046,1046.7263178905885
FDE34,OUT019,455.1070816625904
NCR30,OUT027,1908.5726591947105
FDV33,OUT035,4076.7533046784497
DRZ24,OUT018,2018.11455744026
NCL54,OUT035,2858.898446267778
FDR12,OUT049,2858.898446267778
NCC54,OUT046,3915.2443669191666
DRN59,OUT013,690.9890791449898
FDX50,OUT019,262.0618295273089
FDV31,OUT027,4865.826362384745
NCA29,OUT027,4614.926442402073
FDW60,OUT049,2872.3506661030615
FDX08,OUT017,3055.4352252705494
DRD49,OUT013,3867.9887939482032
FDD33,OUT046,3829.7095775067214
FDW35,OUT013,677.9975821759086
FDJ36,OUT017,1552.4617176560732
FDV51,OUT035,2609.280847454333
FDW36,OUT046,1557.2466976841895
FDH35,OUT046,2562.3287739553093
NCS30,OUT027,3371.2289062851587
FDN49,OUT017,677.9975821759086
FDL08,OUT018,3642.0730372434773
FDI09,OUT013,3897.902777441384
FDP19,OUT018,2023.7743215110509
FDU21,OUT010,129.23078722085242
NCP41,OUT045,1557.2466976841895
FDY10,OUT013,1819.5141624810892
FDP12,OUT018,677.9975821759086
NCN26,OUT049,1947.3665288943644
FDK44,OUT013,2858.898446267778
FDC28,OUT049,1562.3418881982884
FDJ41,OUT027,6333.823177803608
NCT29,OUT035,2023.7743215110509
NCH42,OUT019,563.1627155430696
FDU60,OUT018,2639.872753132527
FDS02,OUT045,3058.8353681906465
FDC51,OUT046,2023.7743215110509
FDU03,OUT013,3058.8353681906465
FDX39,OUT045,3680.765958917656
NCY05,OUT010,129.23078722085242
NCL06,OUT027,6297.231907145353
FDD32,OUT035,1273.1152296581245
NCN41,OUT045,2023.7743215110509
NCX53,OUT049,2040.8504816662783
FDU57,OUT019,367.82951614993334
FDQ23,OUT046,1552.4617176560732
FDQ52,OUT045,4010.495356112346
FDC14,OUT045,677.9975821759086
FDY09,OUT035,2872.3506661030615
FDQ28,OUT045,2519.8011569239757
FDV25,OUT046,3761.817928779265
FDJ07,OUT035,1947.3665288943644
DRB25,OUT049,1557.2466976841895
FDK52,OUT019,588.6878450116529
FDY52,OUT027,1843.5220016380863
FDB28,OUT046,3062.9061574792654
FDT36,OUT035,677.9975821759086
FDV25,OUT017,3778.4207797804725
NCN07,OUT027,3371.2289062851587
FDC57,OUT017,3058.8353681906465
FDQ03,OUT018,3590.3410988852065
FDU23,OUT017,2644.6083134849387
NCX41,OUT035,3680.765958917656
NCD06,OUT035,690.9890791449898
FDW08,OUT045,1557.2466976841895
NCU29,OUT017,2486.289853490025
NCE06,OUT013,2552.4936981275414
FDV52,OUT010,264.4101764244584
FDB02,OUT017,2872.3506661030615
NCR18,OUT045,677.9975821759086
FDK16,OUT049,1520.6117058462871
NCQ29,OUT010,593.7734217681075
FDZ01,OUT019,257.5586340635375
FDW27,OUT035,2528.582458943435
FDD17,OUT018,3600.7337127837736
FDW39,OUT013,2872.3506661030615
DRH59,OUT045,1070.13310870101
FDS52,OUT013,1552.4617176560732
FDU40,OUT027,5437.2150582124195
NCF54,OUT013,2858.898446267778
FDH46,OUT045,1552.4617176560732
NCP14,OUT049,1552.4617176560732
FDH50,OUT049,3058.8353681906465
DRF15,OUT010,368.0394591622773
FDV27,OUT027,2482.9584234965364
NCJ06,OUT049,2018.11455744026
FDN02,OUT018,3258.6274234196335
FDQ51,OUT049,690.9890791449898
FDQ07,OUT017,3778.4207797804725
FDS45,OUT049,1557.2466976841895
NCJ06,OUT045,2023.7743215110509
FDD36,OUT035,1952.341072812055
FDY25,OUT045,3058.8353681906465
FDU52,OUT046,2515.28079793432
DRK47,OUT017,3809.487959137899
NCL30,OUT017,2023.7743215110509
FDN22,OUT035,4010.495356112346
NCF30,OUT027,3371.2289062851587
FDK03,OUT035,4050.4457864216924
