Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDA09,OUT013,2986.3774575476273
FDT04,OUT013,680.4347875651496
FDL58,OUT019,597.9695339566047
FDE52,OUT045,1481.8083585228044
FDW12,OUT035,2487.637368647977
FDL51,OUT017,3713.130925638973
NCY42,OUT027,3427.0411234714134
FDR07,OUT017,1519.2326751523467
FDN40,OUT045,2491.611055563745
FDB35,OUT027,2549.7436289219463
FDA22,OUT017,2568.203460967634
NCL06,OUT046,4060.7589618012626
FDI35,OUT013,3049.2877002062037
NCW42,OUT045,3795.5231975200795
NCX06,OUT049,3010.8285514073614
FDC37,OUT027,2652.0187433377387
FDZ14,OUT018,2007.9755727915244
DRG49,OUT049,3878.5308421341097
NCG06,OUT045,4047.954253283685
DRC36,OUT045,2818.3307128401893
FDV21,OUT019,266.9196236345759
FDB53,OUT046,2487.637368647977
DRP47,OUT019,591.1928676059831
FDA14,OUT013,2487.637368647977
DRC24,OUT035,2491.611055563745
FDW21,OUT018,1561.0207460907704
NCH29,OUT046,1519.2326751523467
FDU58,OUT013,3063.199463813359
FDY27,OUT017,2883.351493797282
FDV56,OUT035,1618.7849704005184
FDT59,OUT046,3814.951131103494
FDB23,OUT046,3798.0903794785495
FDR49,OUT045,690.9090346633725
FDB03,OUT010,567.6147253916847
FDN39,OUT045,2568.203460967634
FDX02,OUT027,5799.959901436228
FDQ16,OUT027,2652.0187433377387
FDU35,OUT018,1522.9473114441703
NCT29,OUT013,2007.9755727915244
FDZ27,OUT046,693.7162563560893
FDN57,OUT017,2028.3076967295283
FDA03,OUT018,2487.637368647977
FDZ36,OUT045,3063.199463813359
NCU05,OUT013,1337.0960562774462
FDT39,OUT018,2487.637368647977
FDK60,OUT017,1519.2326751523467
FDZ25,OUT017,2726.768587329571
FDG12,OUT046,2007.9755727915244
DRB01,OUT019,484.1543397211392
NCC43,OUT027,6238.3216823246075
FDX13,OUT019,568.2157362647882
FDM22,OUT049,778.37501267685
FDJ03,OUT027,1309.2347562255554
FDU14,OUT018,3742.337800136909
FDB33,OUT010,379.94237432780204
FDP27,OUT046,3063.199463813359
FDO38,OUT010,167.2901792421079
FDE28,OUT027,6160.1923444991535
FDO27,OUT035,1519.2326751523467
DRL23,OUT027,2652.0187433377387
FDS28,OUT046,829.3606653631692
FDX24,OUT013,1505.483945786346
FDZ02,OUT035,1519.2326751523467
FDL46,OUT045,1928.7852263641485
FDS60,OUT027,4972.406771920377
NCO06,OUT017,680.4347875651496
FDO16,OUT035,1408.488645851284
FDC60,OUT049,1424.9312685409125
FDA48,OUT018,3484.7745660800983
FDZ36,OUT027,5187.7505073813645
FDK27,OUT045,2007.9755727915244
FDW23,OUT018,680.4347875651496
FDM14,OUT018,1697.8019557939929
FDM14,OUT013,1599.444802303061
FDW60,OUT018,2883.351493797282
FDE21,OUT013,1928.7852263641485
NCM42,OUT035,1618.7849704005184
FDY59,OUT010,239.86362591412293
DRI49,OUT049,1337.0960562774462
FDT28,OUT019,361.64786408386396
FDQ22,OUT018,680.4347875651496
FDR60,OUT049,1274.8674248395846
FDC50,OUT019,239.86362591412293
FDV24,OUT013,2487.637368647977
DRF48,OUT010,477.4116066830606
FDQ47,OUT046,680.4347875651496
DRN36,OUT049,1519.2326751523467
NCY06,OUT035,2013.3435327877937
FDE52,OUT035,1481.8083585228044
NCB54,OUT045,2013.3435327877937
NCF31,OUT035,2491.611055563745
FDJ08,OUT027,5123.657615040386
NCC07,OUT017,1599.444802303061
NCD19,OUT027,1615.6586820355299
FDL46,OUT049,1961.5803973486902
FDM20,OUT045,3882.149555179686
NCI06,OUT010,441.7457131817242
DRM11,OUT035,4064.377674846839
NCH07,OUT018,2550.412506021452
FDS23,OUT013,2018.7274757382775
FDO49,OUT018,693.7162563560893
FDS35,OUT049,1053.9528146441558
DRK39,OUT045,1379.9234433628503
DRI39,OUT049,841.9637174869354
FDV04,OUT017,2550.412506021452
NCN14,OUT035,3063.199463813359
FDH08,OUT013,3824.8038478813482
FDS20,OUT046,3063.199463813359
FDV40,OUT049,1117.1509810485086
FDZ48,OUT010,261.03669772182855
FDS24,OUT027,2460.637081311087
FDK44,OUT049,2818.3307128401893
FDS48,OUT045,2487.637368647977
FDK26,OUT010,496.1536434919706
FDD23,OUT045,3063.199463813359
NCH54,OUT017,2559.809255296654
NCP14,OUT010,254.11166021022288
FDM60,OUT010,128.5833874707634
FDV24,OUT017,2487.637368647977
FDH08,OUT018,3550.535810592763
FDS12,OUT027,3367.0535629588353
FDR39,OUT027,5017.234039417033
FDP12,OUT027,1071.1344527304818
DRF60,OUT027,6160.1923444991535
FDC09,OUT035,1594.654217201318
FDF50,OUT018,3067.6084157780815
FDG28,OUT035,3882.149555179686
NCE19,OUT017,825.7441633646838
NCM53,OUT010,261.03669772182855
NCN18,OUT049,1706.6064539639951
FDF32,OUT035,3116.937901465445
FDF11,OUT013,3872.2036708462388
DRI59,OUT049,3798.0903794785495
NCG54,OUT035,2726.768587329571
FDM44,OUT046,1580.0018157995257
FDT57,OUT018,3593.826922533013
FDV24,OUT046,2487.637368647977
FDI50,OUT019,568.8719421261011
FDS09,OUT035,718.9509926218966
NCC31,OUT027,3922.3042709409533
FDQ07,OUT019,609.6641391423598
FDC22,OUT017,3063.199463813359
FDZ56,OUT046,2726.768587329571
FDZ40,OUT019,140.73194177787911
FDS46,OUT027,3032.030355820837
DRD24,OUT045,2034.5587613994057
FDV45,OUT017,3063.199463813359
FDL26,OUT045,2496.437873245282
FDA56,OUT018,2007.9755727915244
FDN27,OUT046,1945.3202195594888
FDM20,OUT049,3878.5308421341097
FDO16,OUT017,1379.9234433628503
FDL03,OUT035,3063.199463813359
FDE58,OUT046,1928.7852263641485
FDI02,OUT027,3032.030355820837
NCC55,OUT019,128.5833874707634
FDR03,OUT018,3270.397586689926
FDB14,OUT017,1505.483945786346
FDR45,OUT013,3877.4166876503605
NCN07,OUT017,2018.7274757382775
FDM51,OUT019,253.89601430548566
FDT52,OUT027,6210.329124659158
FDL26,OUT046,2491.611055563745
NCZ42,OUT046,3867.799897131624
DRI47,OUT019,363.61542767718015
FDW40,OUT013,2052.1415344370353
FDN34,OUT046,2726.768587329571
FDS01,OUT035,2904.8636353808643
NCG55,OUT045,1928.7852263641485
FDC11,OUT035,1424.9312685409125
FDX35,OUT018,3540.86881834933
NCB06,OUT046,2559.809255296654
FDR09,OUT019,585.7953145123205
FDC53,OUT017,1519.2326751523467
FDY45,OUT013,4042.7097536554984
FDA22,OUT010,402.5476259762766
FDE02,OUT035,1519.2326751523467
FDW21,OUT045,1561.0207460907704
FDV34,OUT046,1083.563267849071
FDS59,OUT049,1618.7849704005184
NCW17,OUT017,2013.3435327877937
NCK54,OUT046,1928.7852263641485
FDG17,OUT019,567.486934013547
FDG35,OUT017,2818.3307128401893
FDD08,OUT010,128.5833874707634
NCO07,OUT017,3713.130925638973
FDJ10,OUT010,271.39890789572735
FDW36,OUT017,1594.654217201318
FDW21,OUT010,252.96556982562353
FDY19,OUT017,1945.3202195594888
DRE03,OUT013,693.7162563560893
NCC55,OUT049,680.4347875651496
FDH52,OUT010,145.95030590207875
FDO09,OUT017,4100.388686359701
FDU43,OUT045,3871.4186101772007
FDX09,OUT010,424.4182675834537
FDH40,OUT019,197.24524993056679
FDW58,OUT017,1599.444802303061
FDC47,OUT017,3827.1448335818386
NCR41,OUT035,1513.9266899844913
DRG49,OUT035,3882.149555179686
FDC52,OUT027,3883.8186708305584
FDY13,OUT046,1088.7074955979754
FDY35,OUT013,680.4347875651496
FDI35,OUT017,3058.6276489859115
NCU18,OUT049,2052.1415344370353
FDY33,OUT018,2550.412506021452
FDC15,OUT027,4008.692241479664
FDU01,OUT049,3063.199463813359
NCU42,OUT046,2726.768587329571
NCV29,OUT018,2883.351493797282
NCY30,OUT017,3063.199463813359
FDQ46,OUT049,1730.5871495289948
FDG58,OUT027,3958.326773556534
FDK33,OUT017,3713.130925638973
NCD07,OUT045,1928.7852263641485
NCX29,OUT027,3853.1149404992543
NCT42,OUT013,2487.637368647977
DRN59,OUT035,690.9090346633725
FDI44,OUT035,1278.1171704805133
FDA45,OUT049,2888.4724982804632
FDP31,OUT045,1053.9528146441558
FDY01,OUT046,1928.7852263641485
FDT09,OUT018,2023.4794365220732
DRH03,OUT027,2595.6543693246904
FDA36,OUT018,3063.199463813359
NCF31,OUT017,2491.611055563745
FDG14,OUT049,2487.637368647977
FDG28,OUT027,6210.329124659158
FDU14,OUT049,4006.753120647639
FDY47,OUT019,267.4565973444765
FDI56,OUT049,1481.8083585228044
DRD01,OUT013,838.2575609235854
FDM22,OUT046,825.7441633646838
FDH33,OUT013,680.4347875651496
DRZ24,OUT013,1951.74495693199
NCQ38,OUT046,1599.444802303061
FDO16,OUT027,2381.0317770657975
FDU07,OUT027,3824.0104027313537
NCB07,OUT013,3063.199463813359
FDU48,OUT045,2023.4794365220732
NCM43,OUT045,2568.203460967634
FDR31,OUT010,350.7551796630616
DRK49,OUT018,680.4347875651496
NCI30,OUT010,564.3259490664121
DRD60,OUT017,3049.2877002062037
NCG19,OUT046,3858.242243043744
FDH12,OUT035,1599.444802303061
FDM32,OUT035,1502.082254691827
FDM27,OUT035,2499.5703758926306
NCU53,OUT027,4205.156905952067
NCQ18,OUT046,1522.9473114441703
FDS10,OUT013,2960.657688092899
FDB33,OUT027,4008.692241479664
FDI12,OUT013,1421.3589431812582
NCW42,OUT013,3791.904484474503
NCC06,OUT018,2013.3435327877937
FDW02,OUT017,2013.3435327877937
NCD43,OUT017,1599.444802303061
FDM57,OUT018,1379.9234433628503
FDA58,OUT017,3880.210160376266
FDK56,OUT046,3063.199463813359
FDP52,OUT045,3824.01878721231
FDW20,OUT018,2007.9755727915244
FDS52,OUT049,1545.5983629864838
NCT29,OUT018,2003.67624559735
NCL54,OUT013,2878.763672168005
FDC05,OUT045,3067.6084157780815
FDF34,OUT035,3063.199463813359
FDP03,OUT027,3256.7221736428055
FDD32,OUT010,197.24524993056679
FDZ10,OUT045,2013.3435327877937
FDZ40,OUT035,825.7441633646838
FDD51,OUT018,680.4347875651496
NCY30,OUT019,426.4847237862282
FDP58,OUT017,3723.492436079412
FDV49,OUT017,4100.388686359701
FDY24,OUT019,130.57191621971054
NCO55,OUT017,1599.444802303061
FDR13,OUT017,1928.7852263641485
FDS51,OUT017,994.7993289096017
FDP26,OUT045,1599.444802303061
NCB54,OUT027,3372.608862022577
FDF32,OUT017,3063.199463813359
FDN31,OUT018,3063.199463813359
DRM48,OUT017,680.4347875651496
FDN20,OUT049,2726.768587329571
DRL01,OUT046,3820.4000741667337
FDV56,OUT049,1599.444802303061
DRH13,OUT027,2652.0187433377387
FDA03,OUT017,2487.637368647977
FDF47,OUT027,5809.941878869639
FDX32,OUT046,2487.637368647977
FDX57,OUT049,1519.2326751523467
NCA30,OUT045,3063.199463813359
FDO49,OUT013,693.7162563560893
FDL04,OUT019,255.042104690085
DRM48,OUT035,680.4347875651496
FDR16,OUT013,3696.1565842465043
NCC19,OUT018,3063.199463813359
NCE42,OUT045,3861.860956089321
FDY24,OUT017,825.7441633646838
FDH19,OUT049,2818.3307128401893
FDJ46,OUT013,2818.3307128401893
FDN45,OUT010,571.3583530016214
FDY08,OUT035,2028.3076967295283
FDZ37,OUT035,1424.9312685409125
NCT30,OUT045,693.7162563560893
DRY23,OUT018,680.4347875651496
NCZ30,OUT018,2007.9755727915244
FDC44,OUT018,1913.6226669260163
FDB45,OUT035,1599.444802303061
FDY04,OUT013,2568.203460967634
FDM27,OUT046,2550.412506021452
FDZ43,OUT017,3889.987255328215
FDT39,OUT019,361.64786408386396
NCC06,OUT019,267.4565973444765
FDL15,OUT027,3904.8650330666587
FDL57,OUT017,4061.309881630578
FDU08,OUT046,1519.2326751523467
FDK40,OUT017,4085.809416094966
FDQ12,OUT010,564.3259490664121
FDS48,OUT017,2487.637368647977
FDP09,OUT045,3699.7752972920807
FDW21,OUT049,1522.9473114441703
FDY25,OUT035,3049.2877002062037
DRE13,OUT017,1416.4461338353246
FDV43,OUT019,128.5833874707634
FDD22,OUT045,1730.5871495289948
FDM46,OUT019,239.1522358319401
NCO30,OUT010,463.4365730228485
FDM25,OUT046,2818.3307128401893
NCN41,OUT049,2007.9755727915244
FDU24,OUT045,1505.483945786346
FDZ50,OUT046,3063.199463813359
FDP45,OUT013,4011.1568943622538
NCM54,OUT045,2013.3435327877937
FDW10,OUT019,424.4182675834537
FDP20,OUT017,2013.3435327877937
FDK32,OUT046,2487.637368647977
FDN52,OUT049,1437.6377709018898
FDM58,OUT045,1706.6064539639951
FDZ46,OUT027,2984.031609540225
NCA18,OUT018,1928.7852263641485
FDD35,OUT046,2007.9755727915244
NCK31,OUT035,693.7162563560893
FDI40,OUT027,2629.008370984396
FDT50,OUT019,242.79427758073936
NCT06,OUT046,2568.203460967634
FDT31,OUT035,3063.199463813359
FDT45,OUT049,778.37501267685
FDT13,OUT045,3063.199463813359
FDO50,OUT045,1486.2393364821228
NCU18,OUT010,271.39890789572735
NCR54,OUT049,3063.199463813359
NCO18,OUT018,2888.4724982804632
FDU09,OUT045,838.2575609235854
FDT13,OUT018,3063.199463813359
FDE09,OUT046,1730.5871495289948
NCK53,OUT019,253.89601430548566
FDG45,OUT049,3696.1565842465043
DRH15,OUT035,680.4347875651496
FDO21,OUT019,571.4074785789151
FDD14,OUT027,5187.7505073813645
FDC09,OUT046,1594.654217201318
FDH45,OUT027,1071.1344527304818
FDV32,OUT046,1053.9528146441558
FDG12,OUT035,1966.9573744598074
FDS32,OUT013,2028.3076967295283
NCL55,OUT018,3742.337800136909
DRE01,OUT035,3882.149555179686
DRE15,OUT049,1278.1171704805133
NCL42,OUT045,3882.149555179686
FDP31,OUT013,1053.9528146441558
FDN33,OUT018,1505.483945786346
FDZ59,OUT046,2568.203460967634
FDE45,OUT010,425.38919760896397
FDJ07,OUT013,1951.74495693199
FDQ45,OUT018,3063.199463813359
FDM33,OUT027,5552.674748933792
FDO15,OUT010,159.4553100948597
FDM46,OUT013,1505.483945786346
FDR03,OUT045,3404.5053508103765
FDY49,OUT018,2642.2493797771126
FDQ60,OUT045,1961.5803973486902
FDW10,OUT049,2823.930876605371
FDO51,OUT049,680.4347875651496
FDJ40,OUT018,1618.7849704005184
FDS20,OUT018,3063.199463813359
FDU45,OUT013,1789.333950855094
FDV02,OUT035,2726.768587329571
FDN09,OUT046,3873.0129139357455
NCM55,OUT027,5187.7505073813645
FDN23,OUT018,2487.637368647977
FDY31,OUT010,357.0765905327811
FDW03,OUT010,254.11166021022288
FDD14,OUT046,3063.199463813359
FDV23,OUT017,2007.9755727915244
DRI03,OUT045,2818.3307128401893
FDN13,OUT035,1522.9473114441703
FDF45,OUT027,1753.1317192753459
FDU46,OUT035,1424.9312685409125
FDB57,OUT049,3764.417868027892
FDV12,OUT049,1522.9473114441703
FDQ58,OUT013,2487.637368647977
NCA18,OUT017,1928.7852263641485
FDH52,OUT049,984.1703563750721
FDM24,OUT018,2487.637368647977
NCP43,OUT027,5017.234039417033
NCO18,OUT019,425.38919760896397
FDM32,OUT017,1490.4339735413844
NCL07,OUT017,680.4347875651496
FDK03,OUT013,4016.3381282493883
FDP59,OUT017,1594.654217201318
FDQ24,OUT049,4006.753120647639
FDQ16,OUT018,1618.7849704005184
FDU44,OUT013,2559.809255296654
FDH28,OUT010,128.5833874707634
FDV28,OUT019,128.5833874707634
FDM22,OUT045,822.0794942280382
FDR56,OUT046,3063.199463813359
FDV39,OUT049,3063.199463813359
FDU37,OUT019,180.83724820577166
FDQ11,OUT010,598.6312228898004
FDX02,OUT045,3768.0365810734684
NCS42,OUT018,1505.483945786346
FDY57,OUT027,2595.6543693246904
FDB21,OUT049,3873.0129139357455
FDE28,OUT017,3831.925472495963
FDQ55,OUT017,1913.6226669260163
FDA48,OUT049,3764.417868027892
FDZ19,OUT045,2818.3307128401893
NCC43,OUT045,4010.3718336932156
NCV18,OUT046,1374.9986799235571
NCA42,OUT018,2550.412506021452
FDY45,OUT046,4044.3355402381085
NCC30,OUT045,2955.832123542619
FDM57,OUT013,1416.4461338353246
FDL09,OUT010,409.5649126938161
FDB09,OUT027,3256.7221736428055
FDT44,OUT035,1961.5803973486902
NCT06,OUT027,4090.621008073191
FDX26,OUT049,3063.199463813359
FDK32,OUT013,2491.611055563745
DRA12,OUT046,2052.1415344370353
FDO46,OUT010,496.1536434919706
FDE52,OUT013,1424.9312685409125
NCH42,OUT045,3818.5698441490704
FDV08,OUT035,680.4347875651496
FDB47,OUT018,3459.2981367009593
FDC28,OUT010,261.03669772182855
FDD22,OUT046,1913.6226669260163
FDS07,OUT027,3032.030355820837
DRI13,OUT045,3710.136807732519
FDG32,OUT018,3505.180548907102
FDU14,OUT017,4023.7274620401085
FDD28,OUT019,142.10724067094844
NCP41,OUT017,1618.7849704005184
FDS08,OUT049,2818.3307128401893
FDX47,OUT045,2536.284382295681
FDC53,OUT019,253.89601430548566
FDQ19,OUT035,3876.6316269813224
FDL14,OUT045,2496.437873245282
FDM33,OUT019,566.3394300216675
FDA51,OUT045,1913.6226669260163
FDZ27,OUT018,693.7162563560893
FDT04,OUT046,680.4347875651496
DRC13,OUT049,2007.9755727915244
FDR16,OUT027,5552.674748933792
FDQ03,OUT027,6160.1923444991535
FDE38,OUT035,2665.404360962988
DRH23,OUT027,1654.3200659496072
FDT11,OUT019,496.1536434919706
FDD09,OUT035,2986.3774575476273
FDR40,OUT045,1379.9234433628503
FDX07,OUT017,3063.199463813359
FDR07,OUT035,1519.2326751523467
FDA51,OUT017,1918.526756124541
FDT59,OUT019,562.4188854562996
FDF20,OUT017,3063.199463813359
FDR13,OUT045,1923.902291780241
FDY26,OUT049,3696.1565842465043
FDW04,OUT017,2018.7274757382775
FDK52,OUT017,3827.1448335818386
FDN60,OUT049,2536.284382295681
FDM09,OUT019,433.972651382374
FDP46,OUT049,1437.6377709018898
FDB50,OUT019,180.83724820577166
NCQ29,OUT049,4060.7589618012626
FDP16,OUT027,6210.329124659158
FDX33,OUT018,2559.809255296654
FDP07,OUT010,485.4786149151819
FDN22,OUT046,4006.753120647639
FDF39,OUT049,4060.7589618012626
FDS21,OUT017,970.8072065470599
NCM42,OUT013,1599.444802303061
FDK50,OUT019,403.15298673793455
DRF13,OUT027,3824.0104027313537
FDH35,OUT018,2568.203460967634
FDP60,OUT018,1522.9473114441703
DRJ49,OUT027,3372.608862022577
NCT42,OUT019,361.64786408386396
FDE38,OUT049,2661.242950896209
FDI04,OUT049,3067.6084157780815
NCH54,OUT045,2541.1930577906683
FDT56,OUT049,899.1168136550233
DRD15,OUT018,3555.984753656003
FDV58,OUT013,3063.199463813359
FDP21,OUT049,3063.199463813359
FDH05,OUT013,3824.8038478813482
FDR10,OUT027,4063.7071806120425
NCP06,OUT045,2487.637368647977
FDF33,OUT049,1599.444802303061
DRK37,OUT013,3063.199463813359
DRH49,OUT045,1383.740672113692
FDT58,OUT013,2652.228591651396
FDD41,OUT018,1599.444802303061
FDP40,OUT018,1706.6064539639951
FDM51,OUT027,2629.008370984396
FDO45,OUT010,202.5574504664484
FDW33,OUT010,254.11166021022288
FDY24,OUT045,825.7441633646838
FDB10,OUT010,564.3259490664121
FDM40,OUT035,2052.1415344370353
NCI06,OUT017,3049.2877002062037
FDW12,OUT019,321.6076224426282
FDX48,OUT027,3982.4675813660906
NCW05,OUT027,2652.0187433377387
FDX27,OUT017,1519.2326751523467
DRM37,OUT045,3067.6084157780815
FDA38,OUT045,3876.6316269813224
FDR36,OUT046,680.4347875651496
FDZ45,OUT046,3098.65912323255
FDG05,OUT017,2550.412506021452
FDK28,OUT013,4065.162735515877
FDV47,OUT045,1421.3589431812582
FDN21,OUT045,2559.809255296654
FDP20,OUT027,3367.0535629588353
FDI35,OUT045,3058.6276489859115
DRY23,OUT013,680.4347875651496
FDA56,OUT017,2007.9755727915244
FDB09,OUT013,2007.9755727915244
NCO26,OUT027,3032.030355820837
FDQ49,OUT018,2505.351744668686
FDI52,OUT027,3256.7221736428055
FDZ44,OUT027,3032.030355820837
FDZ09,OUT018,2568.203460967634
FDY03,OUT049,1908.691801291553
NCG42,OUT017,2018.7274757382775
DRI13,OUT027,5552.674748933792
FDQ32,OUT013,2007.9755727915244
FDW16,OUT035,1486.2393364821228
FDU27,OUT046,693.7162563560893
FDR28,OUT010,402.13715415111744
FDQ49,OUT010,375.4089708284251
FDS37,OUT046,1928.7852263641485
FDW26,OUT018,3484.7745660800983
FDX12,OUT018,3608.597593425016
NCP06,OUT013,2487.637368647977
FDW45,OUT010,357.0765905327811
NCN30,OUT049,1519.2326751523467
FDN24,OUT049,778.37501267685
NCL41,OUT027,1071.1344527304818
FDR02,OUT019,261.96714220169065
FDD09,OUT010,441.7457131817242
FDS33,OUT010,202.5574504664484
FDU22,OUT045,2003.67624559735
FDI53,OUT013,2568.203460967634
DRH01,OUT049,2818.3307128401893
FDX32,OUT013,2052.1415344370353
NCP30,OUT018,680.4347875651496
FDB60,OUT045,3063.199463813359
FDB14,OUT049,1505.483945786346
NCP02,OUT035,841.9637174869354
FDJ10,OUT017,2028.3076967295283
FDG34,OUT046,1706.6064539639951
NCB18,OUT017,1437.6377709018898
FDM16,OUT049,1083.563267849071
FDW25,OUT018,1379.9234433628503
FDB35,OUT010,233.96861607825707
DRN11,OUT013,2079.6621120613077
FDF41,OUT019,566.4364640328134
FDH16,OUT045,1441.4398457810323
NCQ50,OUT018,3459.2981367009593
DRH23,OUT018,841.9637174869354
DRJ37,OUT013,2487.637368647977
DRJ24,OUT027,5187.7505073813645
FDY16,OUT035,3063.199463813359
FDQ27,OUT045,1599.444802303061
FDZ33,OUT045,2487.637368647977
FDF29,OUT045,2018.7274757382775
FDA08,OUT049,2568.203460967634
FDG31,OUT046,1053.9528146441558
FDE34,OUT019,455.9589766915783
NCR30,OUT027,1908.6207970386156
FDV33,OUT035,4064.377674846839
DRZ24,OUT018,2003.67624559735
NCL54,OUT035,2818.3307128401893
FDR12,OUT049,2818.3307128401893
NCC54,OUT046,3873.0129139357455
DRN59,OUT013,690.9090346633725
FDX50,OUT019,261.96714220169065
FDV31,OUT027,4972.406771920377
NCA29,OUT027,4622.925139483066
FDW60,OUT049,2878.763672168005
FDX08,OUT017,3063.199463813359
DRD49,OUT013,3867.639592698412
FDD33,OUT046,3820.4000741667337
FDW35,OUT013,680.4347875651496
FDJ36,OUT017,1594.654217201318
FDV51,OUT035,2620.334007920539
FDW36,OUT046,1599.444802303061
FDH35,OUT046,2568.203460967634
NCS30,OUT027,3401.5997046689154
FDN49,OUT017,680.4347875651496
FDL08,OUT018,3614.11552162338
FDI09,OUT013,3872.2036708462388
FDP19,OUT018,2018.7274757382775
FDU21,OUT010,128.5833874707634
NCP41,OUT045,1599.444802303061
FDY10,OUT013,1817.2968190447186
FDP12,OUT018,680.4347875651496
NCN26,OUT049,1928.7852263641485
FDK44,OUT013,2818.3307128401893
FDC28,OUT049,1618.7849704005184
FDJ41,OUT027,6284.890708007285
NCT29,OUT035,2007.9755727915244
NCH42,OUT019,562.4188854562996
FDU60,OUT018,2642.2493797771126
FDS02,OUT045,3063.199463813359
FDC51,OUT046,2007.9755727915244
FDU03,OUT013,3063.199463813359
FDX39,OUT045,3699.7752972920807
NCY05,OUT010,128.5833874707634
NCL06,OUT027,6284.890708007285
FDD32,OUT035,1294.7156581173338
NCN41,OUT045,2007.9755727915244
NCX53,OUT049,2052.1415344370353
FDU57,OUT019,361.64786408386396
FDQ23,OUT046,1594.654217201318
FDQ52,OUT045,4004.590228846453
FDC14,OUT045,680.4347875651496
FDY09,OUT035,2878.763672168005
FDQ28,OUT045,2499.5703758926306
FDV25,OUT046,3755.394689785872
FDJ07,OUT035,1928.7852263641485
DRB25,OUT049,1599.444802303061
FDK52,OUT019,566.3394300216675
FDY52,OUT027,1857.1549976580502
FDB28,OUT046,3063.199463813359
FDT36,OUT035,680.4347875651496
FDV25,OUT017,3781.3922094203613
NCN07,OUT027,3393.24117969122
FDC57,OUT017,3063.199463813359
FDQ03,OUT018,3598.8204984730664
FDU23,OUT017,2642.2493797771126
NCX41,OUT035,3699.7752972920807
NCD06,OUT035,693.7162563560893
FDW08,OUT045,1599.444802303061
NCU29,OUT017,2487.637368647977
NCE06,OUT013,2559.809255296654
FDV52,OUT010,264.7846031937346
FDB02,OUT017,2878.763672168005
NCR18,OUT045,680.4347875651496
FDK16,OUT049,1513.9266899844913
NCQ29,OUT010,587.9479305187564
FDZ01,OUT019,255.042104690085
FDW27,OUT035,2530.390420869719
FDD17,OUT018,3603.384576620894
FDW39,OUT013,2878.763672168005
DRH59,OUT045,1083.563267849071
FDS52,OUT013,1585.0345672691747
FDU40,OUT027,5474.018105761706
NCF54,OUT013,2818.3307128401893
FDH46,OUT045,1594.654217201318
NCP14,OUT049,1594.654217201318
FDH50,OUT049,3063.199463813359
DRF15,OUT010,363.01869773594734
FDV27,OUT027,2460.637081311087
NCJ06,OUT049,2003.67624559735
FDN02,OUT018,3270.397586689926
FDQ51,OUT049,690.9090346633725
FDQ07,OUT017,3781.3922094203613
FDS45,OUT049,1599.444802303061
NCJ06,OUT045,2007.9755727915244
FDD36,OUT035,1928.7852263641485
FDY25,OUT045,3063.199463813359
FDU52,OUT046,2496.437873245282
DRK47,OUT017,3827.1448335818386
NCL30,OUT017,2013.3435327877937
FDN22,OUT035,4010.3718336932156
NCF30,OUT027,3367.0535629588353
FDK03,OUT035,4047.954253283685
FDT45,OUT017,825.7441633646838
NCC54,OUT027,6160.1923444991535
FDP08,OUT018,3063.199463813359
FDU44,OUT046,2568.203460967634
DRG39,OUT035,778.37501267685
